month,day,year,date,days,deaths,tsp,temp
1,1,1974,01jan1974,1,46,47.330002,38.25
1,2,1974,02jan1974,2,52,78,30
1,3,1974,03jan1974,3,58,59.5,30.75
1,4,1974,04jan1974,4,62,71.330002,31.75
1,5,1974,05jan1974,5,65,141.10001,27.25
1,6,1974,06jan1974,6,53,158,31.75
1,7,1974,07jan1974,7,67,132,33.25
1,8,1974,08jan1974,8,60,84.330002,27.25
1,9,1974,09jan1974,9,56,72.330002,29.25
1,10,1974,10jan1974,10,59,84.330002,28.75
1,11,1974,11jan1974,11,65,102.5,34.25
1,12,1974,12jan1974,12,60,70.330002,29.5
1,13,1974,13jan1974,13,58,149,20.75
1,14,1974,14jan1974,14,47,168,24.5
1,15,1974,15jan1974,15,61,128,33.5
1,16,1974,16jan1974,16,66,157.5,39
1,17,1974,17jan1974,17,53,130.39999,38.75
1,18,1974,18jan1974,18,41,148.7,20
1,19,1974,19jan1974,19,57,101.7,35.25
1,20,1974,20jan1974,20,53,60,32.5
1,21,1974,21jan1974,21,62,80,42.25
1,22,1974,22jan1974,22,70,126.3,42.75
1,23,1974,23jan1974,23,52,188.3,46.75
1,24,1974,24jan1974,24,72,76,41.5
1,25,1974,25jan1974,25,51,138,39.75
1,26,1974,26jan1974,26,55,148.3,36.75
1,27,1974,27jan1974,27,57,86,55.5
1,28,1974,28jan1974,28,54,159.5,48.5
1,29,1974,29jan1974,29,62,103.1,48.75
1,30,1974,30jan1974,30,38,139,47.5
1,31,1974,31jan1974,31,69,153,46
2,1,1974,01feb1974,32,46,76.330002,37
2,2,1974,02feb1974,33,46,85,33.5
2,3,1974,03feb1974,34,63,37.5,25.5
2,4,1974,04feb1974,35,65,84.82,24.25
2,5,1974,05feb1974,36,52,81,18.25
2,6,1974,06feb1974,37,56,96.5,23.5
2,7,1974,07feb1974,38,51,77.5,33.75
2,8,1974,08feb1974,39,46,54,23
2,9,1974,09feb1974,40,64,62.330002,19.75
2,10,1974,10feb1974,41,62,120.1,20.25
2,11,1974,11feb1974,42,68,103,28
2,12,1974,12feb1974,43,60,130.3,32.5
2,13,1974,13feb1974,44,64,127.3,39.5
2,14,1974,14feb1974,45,66,89.5,38.75
2,15,1974,15feb1974,46,52,82,28.25
2,16,1974,16feb1974,47,56,98.550003,28.25
2,17,1974,17feb1974,48,53,73,36
2,18,1974,18feb1974,49,74,85,31.5
2,19,1974,19feb1974,50,63,71.330002,41
2,20,1974,20feb1974,51,53,82,44.75
2,21,1974,21feb1974,52,50,88.330002,38.5
2,22,1974,22feb1974,53,60,92.669998,54.25
2,23,1974,23feb1974,54,71,90,40
2,24,1974,24feb1974,55,39,45.5,32.25
2,25,1974,25feb1974,56,56,59,31.25
2,26,1974,26feb1974,57,56,72.669998,25
2,27,1974,27feb1974,58,47,144.7,28.5
2,28,1974,28feb1974,59,51,145.10001,40.5
3,1,1974,01mar1974,60,65,66,46.25
3,2,1974,02mar1974,61,56,94.669998,40.25
3,3,1974,03mar1974,62,60,89,45.5
3,4,1974,04mar1974,63,83,192,60.75
3,5,1974,05mar1974,64,56,87,62
3,6,1974,06mar1974,65,60,119.2,48.25
3,7,1974,07mar1974,66,58,142.5,53.25
3,8,1974,08mar1974,67,42,83.330002,50
3,9,1974,09mar1974,68,37,31.67,38.5
3,10,1974,10mar1974,69,41,48.5,45
3,11,1974,11mar1974,70,54,57,39
3,12,1974,12mar1974,71,67,94.790001,40.75
3,13,1974,13mar1974,72,56,125,30.25
3,14,1974,14mar1974,73,59,80,36.75
3,15,1974,15mar1974,74,49,88,40.25
3,16,1974,16mar1974,75,59,56.330002,49.75
3,17,1974,17mar1974,76,45,45,39
3,18,1974,18mar1974,77,53,98.900002,40.25
3,19,1974,19mar1974,78,51,78.669998,47
3,20,1974,20mar1974,79,53,74.330002,42.5
3,21,1974,21mar1974,80,52,54,42.75
3,22,1974,22mar1974,81,51,69,39.25
3,23,1974,23mar1974,82,52,54.330002,46.75
3,24,1974,24mar1974,83,47,93.459999,49.25
3,25,1974,25mar1974,84,37,,29.75
3,26,1974,26mar1974,85,55,102.3,37.5
3,27,1974,27mar1974,86,60,73.669998,42
3,28,1974,28mar1974,87,60,100,45.5
3,29,1974,29mar1974,88,55,55,35.5
3,30,1974,30mar1974,89,46,44.5,41
3,31,1974,31mar1974,90,40,33.5,40.5
4,1,1974,01apr1974,91,55,109,45
4,2,1974,02apr1974,92,52,123,49
4,3,1974,03apr1974,93,47,159.7,57.25
4,4,1974,04apr1974,94,48,61.330002,66.5
4,5,1974,05apr1974,95,42,73.290001,58.5
4,6,1974,06apr1974,96,60,51.669998,44
4,7,1974,07apr1974,97,58,58,45
4,8,1974,08apr1974,98,48,84,49.5
4,9,1974,09apr1974,99,49,35,42.25
4,10,1974,10apr1974,100,48,61.330002,40.5
4,11,1974,11apr1974,101,49,89.199997,48.25
4,12,1974,12apr1974,102,71,76.330002,55.5
4,13,1974,13apr1974,103,69,52,60.5
4,14,1974,14apr1974,104,48,48,58
4,15,1974,15apr1974,105,53,,59.25
4,16,1974,16apr1974,106,46,76,53
4,17,1974,17apr1974,107,59,94.230003,54.75
4,18,1974,18apr1974,108,54,120.7,58.25
4,19,1974,19apr1974,109,50,101,50.25
4,20,1974,20apr1974,110,57,76.5,50.75
4,21,1974,21apr1974,111,50,84,59.25
4,22,1974,22apr1974,112,53,110,67
4,23,1974,23apr1974,113,43,100.9,61.25
4,24,1974,24apr1974,114,46,63.669998,49
4,25,1974,25apr1974,115,46,64,52.75
4,26,1974,26apr1974,116,51,102,58.5
4,27,1974,27apr1974,117,61,72,59.5
4,28,1974,28apr1974,118,50,120,62.75
4,29,1974,29apr1974,119,66,206.7,73.75
4,30,1974,30apr1974,120,58,151.3,75.25
5,1,1974,01may1974,121,44,214.5,68.5
5,2,1974,02may1974,122,41,77,53
5,3,1974,03may1974,123,44,72.669998,54.25
5,4,1974,04may1974,124,48,61.669998,55.75
5,5,1974,05may1974,125,50,59.779999,50
5,6,1974,06may1974,126,64,69,52.25
5,7,1974,07may1974,127,57,60.330002,48.75
5,8,1974,08may1974,128,45,101.7,52
5,9,1974,09may1974,129,52,93.669998,58.75
5,10,1974,10may1974,130,45,82.669998,62
5,11,1974,11may1974,131,47,101.8,57.75
5,12,1974,12may1974,132,48,85.330002,62.25
5,13,1974,13may1974,133,45,81,56.25
5,14,1974,14may1974,134,44,93.669998,63.25
5,15,1974,15may1974,135,41,104.7,72.25
5,16,1974,16may1974,136,41,104.7,73.75
5,17,1974,17may1974,137,54,153.60001,77.5
5,18,1974,18may1974,138,51,83.669998,71.5
5,19,1974,19may1974,139,45,94,64.5
5,20,1974,20may1974,140,43,98,60.75
5,21,1974,21may1974,141,39,108.3,62.5
5,22,1974,22may1974,142,58,130.5,71.5
5,23,1974,23may1974,143,43,79.199997,70.25
5,24,1974,24may1974,144,38,116.7,68.25
5,25,1974,25may1974,145,42,59,64.5
5,26,1974,26may1974,146,43,65.5,61
5,27,1974,27may1974,147,46,79,57.5
5,28,1974,28may1974,148,54,61,60.75
5,29,1974,29may1974,149,57,103.4,65
5,30,1974,30may1974,150,40,112,68.75
5,31,1974,31may1974,151,47,73,64
6,1,1974,01jun1974,152,46,57,70
6,2,1974,02jun1974,153,47,52.5,62.5
6,3,1974,03jun1974,154,51,55,65
6,4,1974,04jun1974,155,51,113.1,68.25
6,5,1974,05jun1974,156,43,91,69.75
6,6,1974,06jun1974,157,43,99.669998,69.75
6,7,1974,07jun1974,158,55,162.3,61.75
6,8,1974,08jun1974,159,38,89.330002,68
6,9,1974,09jun1974,160,50,94.5,73
6,10,1974,10jun1974,161,57,118.1,81.25
6,11,1974,11jun1974,162,48,95,77
6,12,1974,12jun1974,163,50,104.5,69.75
6,13,1974,13jun1974,164,42,90,69
6,14,1974,14jun1974,165,51,115.5,68.75
6,15,1974,15jun1974,166,42,68.669998,69.5
6,16,1974,16jun1974,167,35,55.220001,72.75
6,17,1974,17jun1974,168,47,84,72.5
6,18,1974,18jun1974,169,49,129,70.5
6,19,1974,19jun1974,170,59,127.7,72.5
6,20,1974,20jun1974,171,53,93,77
6,21,1974,21jun1974,172,45,109.7,78
6,22,1974,22jun1974,173,61,73.300003,78.5
6,23,1974,23jun1974,174,57,50.5,64.25
6,24,1974,24jun1974,175,55,56,67.75
6,25,1974,25jun1974,176,54,47.669998,62.5
6,26,1974,26jun1974,177,39,92,64.5
6,27,1974,27jun1974,178,48,82,67.5
6,28,1974,28jun1974,179,46,61.889999,60.5
6,29,1974,29jun1974,180,34,64,67.25
6,30,1974,30jun1974,181,53,96,72.75
7,1,1974,01jul1974,182,44,68,74.75
7,2,1974,02jul1974,183,48,129.5,78.75
7,3,1974,03jul1974,184,66,135.3,81.75
7,4,1974,04jul1974,185,60,120.9,84.25
7,5,1974,05jul1974,186,50,92.669998,79.75
7,6,1974,06jul1974,187,57,61.5,78.5
7,7,1974,07jul1974,188,45,60.5,80.25
7,8,1974,08jul1974,189,46,74,82.25
7,9,1974,09jul1974,190,56,130.5,84.25
7,10,1974,10jul1974,191,64,162.60001,83.5
7,11,1974,11jul1974,192,50,92.330002,74.75
7,12,1974,12jul1974,193,36,96.25,73.75
7,13,1974,13jul1974,194,50,64.330002,74.75
7,14,1974,14jul1974,195,51,105,80.25
7,15,1974,15jul1974,196,63,93,82.5
7,16,1974,16jul1974,197,45,109.6,78
7,17,1974,17jul1974,198,47,72,73.75
7,18,1974,18jul1974,199,41,89.5,77.75
7,19,1974,19jul1974,200,45,100.3,80.5
7,20,1974,20jul1974,201,42,42.330002,73.25
7,21,1974,21jul1974,202,44,42.5,72.25
7,22,1974,22jul1974,203,44,83.57,72.25
7,23,1974,23jul1974,204,43,56,70.75
7,24,1974,24jul1974,205,52,48.330002,68.25
7,25,1974,25jul1974,206,46,50.669998,70
7,26,1974,26jul1974,207,36,44.669998,71
7,27,1974,27jul1974,208,40,43.330002,75
7,28,1974,28jul1974,209,56,98.139999,75.75
7,29,1974,29jul1974,210,49,74,78
7,30,1974,30jul1974,211,49,61,75.25
7,31,1974,31jul1974,212,35,88.5,77.25
8,1,1974,01aug1974,213,46,103,76.5
8,2,1974,02aug1974,214,45,58.330002,76.25
8,3,1974,03aug1974,215,50,59.860001,79
8,4,1974,04aug1974,216,49,49.5,79.5
8,5,1974,05aug1974,217,27,59,75.5
8,6,1974,06aug1974,218,51,90,72.25
8,7,1974,07aug1974,219,49,92.669998,69
8,8,1974,08aug1974,220,39,93,71.25
8,9,1974,09aug1974,221,44,108.1,72.5
8,10,1974,10aug1974,222,41,47,71.75
8,11,1974,11aug1974,223,34,33,69.75
8,12,1974,12aug1974,224,58,81,69.75
8,13,1974,13aug1974,225,41,100.5,73.5
8,14,1974,14aug1974,226,48,112.7,78.75
8,15,1974,15aug1974,227,44,86.629997,77
8,16,1974,16aug1974,228,41,134.7,75.25
8,17,1974,17aug1974,229,50,71.330002,77
8,18,1974,18aug1974,230,47,59,76
8,19,1974,19aug1974,231,53,81,78
8,20,1974,20aug1974,232,43,105.3,77.75
8,21,1974,21aug1974,233,53,97.330002,77
8,22,1974,22aug1974,234,51,47.330002,74.25
8,23,1974,23aug1974,235,31,64.5,77.5
8,24,1974,24aug1974,236,51,91.669998,79.25
8,25,1974,25aug1974,237,44,47.5,74.5
8,26,1974,26aug1974,238,48,93,75
8,27,1974,27aug1974,239,59,82.089996,77.5
8,28,1974,28aug1974,240,52,73.669998,80
8,29,1974,29aug1974,241,45,79,81.25
8,30,1974,30aug1974,242,56,71,80.25
8,31,1974,31aug1974,243,50,70.330002,76.25
9,1,1974,01sep1974,244,38,60.5,78.5
9,2,1974,02sep1974,245,55,52.290001,71.5
9,3,1974,03sep1974,246,58,41.669998,74.5
9,4,1974,04sep1974,247,50,36.25,63.5
9,5,1974,05sep1974,248,43,55,65.75
9,6,1974,06sep1974,249,38,61.330002,63.75
9,7,1974,07sep1974,250,53,40,63.25
9,8,1974,08sep1974,251,60,95.550003,70.25
9,9,1974,09sep1974,252,45,105,71.5
9,10,1974,10sep1974,253,43,115.3,74.75
9,11,1974,11sep1974,254,44,99.330002,75.5
9,12,1974,12sep1974,255,47,112,76
9,13,1974,13sep1974,256,50,73.669998,78
9,14,1974,14sep1974,257,36,36.860001,68
9,15,1974,15sep1974,258,42,61,62.5
9,16,1974,16sep1974,259,51,79,66.75
9,17,1974,17sep1974,260,42,105.3,69.25
9,18,1974,18sep1974,261,59,97.330002,68.5
9,19,1974,19sep1974,262,44,120.3,70.25
9,20,1974,20sep1974,263,51,94.330002,73.25
9,21,1974,21sep1974,264,36,57.330002,72.75
9,22,1974,22sep1974,265,45,42.5,60.75
9,23,1974,23sep1974,266,50,52,53.25
9,24,1974,24sep1974,267,40,56.330002,49.75
9,25,1974,25sep1974,268,41,94.669998,56
9,26,1974,26sep1974,269,45,140.5,64
9,27,1974,27sep1974,270,45,112.7,65
9,28,1974,28sep1974,271,50,47,70.75
9,29,1974,29sep1974,272,44,42.5,73.5
9,30,1974,30sep1974,273,44,47,59.5
10,1,1974,01oct1974,274,51,60,54
10,2,1974,02oct1974,275,58,80.360001,49.75
10,3,1974,03oct1974,276,51,45.5,42.5
10,4,1974,04oct1974,277,61,60.5,44.5
10,5,1974,05oct1974,278,58,81.5,56.5
10,6,1974,06oct1974,279,52,89,62.25
10,7,1974,07oct1974,280,38,100,61.25
10,8,1974,08oct1974,281,46,79.440002,51.25
10,9,1974,09oct1974,282,55,84.330002,52.5
10,10,1974,10oct1974,283,41,128.5,58.5
10,11,1974,11oct1974,284,48,112,59.25
10,12,1974,12oct1974,285,49,89,61
10,13,1974,13oct1974,286,47,90,61.75
10,14,1974,14oct1974,287,48,106.8,64.25
10,15,1974,15oct1974,288,48,79.5,66.5
10,16,1974,16oct1974,289,50,22,53
10,17,1974,17oct1974,290,49,66.5,55.25
10,18,1974,18oct1974,291,34,60.5,47
10,19,1974,19oct1974,292,53,60,39.5
10,20,1974,20oct1974,293,56,61,37.5
10,21,1974,21oct1974,294,51,56,36.75
10,22,1974,22oct1974,295,49,93.5,45.75
10,23,1974,23oct1974,296,52,148,49.5
10,24,1974,24oct1974,297,51,85.5,50.25
10,25,1974,25oct1974,298,55,90,55.5
10,26,1974,26oct1974,299,48,75.550003,53.75
10,27,1974,27oct1974,300,51,69,53.75
10,28,1974,28oct1974,301,65,76,53.5
10,29,1974,29oct1974,302,51,108.5,60.25
10,30,1974,30oct1974,303,48,113.5,62.5
10,31,1974,31oct1974,304,56,136,63.75
11,1,1974,01nov1974,305,45,,65.75
11,2,1974,02nov1974,306,54,,67.75
11,3,1974,03nov1974,307,40,,60.5
11,4,1974,04nov1974,308,43,,65.75
11,5,1974,05nov1974,309,46,,64.25
11,6,1974,06nov1974,310,50,,55
11,7,1974,07nov1974,311,48,96,53
11,8,1974,08nov1974,312,40,,51.5
11,9,1974,09nov1974,313,40,,52
11,10,1974,10nov1974,314,48,,50.5
11,11,1974,11nov1974,315,40,,47.25
11,12,1974,12nov1974,316,48,,55.5
11,13,1974,13nov1974,317,52,,47.75
11,14,1974,14nov1974,318,46,68,52
11,15,1974,15nov1974,319,45,,39
11,16,1974,16nov1974,320,47,,41.25
11,17,1974,17nov1974,321,44,,39.5
11,18,1974,18nov1974,322,46,,44.75
11,19,1974,19nov1974,323,47,152,46.75
11,20,1974,20nov1974,324,47,,51.5
11,21,1974,21nov1974,325,48,,45.25
11,22,1974,22nov1974,326,37,,39.75
11,23,1974,23nov1974,327,47,,36
11,24,1974,24nov1974,328,58,,46.25
11,25,1974,25nov1974,329,47,,45.25
11,26,1974,26nov1974,330,35,,30.75
11,27,1974,27nov1974,331,63,,32.5
11,28,1974,28nov1974,332,59,,38.75
11,29,1974,29nov1974,333,49,,39.5
11,30,1974,30nov1974,334,46,,35.5
12,1,1974,01dec1974,335,40,82.599998,41.5
12,2,1974,02dec1974,336,46,,43.5
12,3,1974,03dec1974,337,51,50,40.75
12,4,1974,04dec1974,338,58,73.5,36.25
12,5,1974,05dec1974,339,42,98,35
12,6,1974,06dec1974,340,57,120,39.25
12,7,1974,07dec1974,341,56,102.1,47.75
12,8,1974,08dec1974,342,48,29,56.75
12,9,1974,09dec1974,343,46,,39.5
12,10,1974,10dec1974,344,57,65.330002,31.25
12,11,1974,11dec1974,345,50,126.7,34.25
12,12,1974,12dec1974,346,56,155,44.5
12,13,1974,13dec1974,347,47,152.8,42.5
12,14,1974,14dec1974,348,47,66.330002,41
12,15,1974,15dec1974,349,59,51.5,35.5
12,16,1974,16dec1974,350,65,28,46.25
12,17,1974,17dec1974,351,49,84,41
12,18,1974,18dec1974,352,59,78.669998,34
12,19,1974,19dec1974,353,48,124.3,34.75
12,20,1974,20dec1974,354,50,96.330002,36.75
12,21,1974,21dec1974,355,39,80,38.75
12,22,1974,22dec1974,356,45,57.5,38.75
12,23,1974,23dec1974,357,61,146,38.25
12,24,1974,24dec1974,358,53,158.7,42.75
12,25,1974,25dec1974,359,59,59.669998,42.5
12,26,1974,26dec1974,360,52,51.330002,34
12,27,1974,27dec1974,361,50,90,37
12,28,1974,28dec1974,362,54,63.669998,40
12,29,1974,29dec1974,363,42,77.5,36.75
12,30,1974,30dec1974,364,57,155,45.75
12,31,1974,31dec1974,365,39,78.559998,34
1,1,1975,01jan1975,366,51,44.5,40.25
1,2,1975,02jan1975,367,44,43,35.75
1,3,1975,03jan1975,368,46,78,32.75
1,4,1975,04jan1975,369,44,57.5,39.25
1,5,1975,05jan1975,370,40,54,35.5
1,6,1975,06jan1975,371,63,65.669998,35.25
1,7,1975,07jan1975,372,54,67.5,40
1,8,1975,08jan1975,373,57,126,39
1,9,1975,09jan1975,374,45,38,48.75
1,10,1975,10jan1975,375,58,76,42.25
1,11,1975,11jan1975,376,64,35,59.5
1,12,1975,12jan1975,377,58,57.599998,47.25
1,13,1975,13jan1975,378,50,24,37.25
1,14,1975,14jan1975,379,55,104,25.25
1,15,1975,15jan1975,380,50,95.5,22.5
1,16,1975,16jan1975,381,56,107,31.75
1,17,1975,17jan1975,382,38,82,27
1,18,1975,18jan1975,383,53,65.220001,35
1,19,1975,19jan1975,384,59,105.5,41.25
1,20,1975,20jan1975,385,73,22,28.5
1,21,1975,21jan1975,386,52,112,22.5
1,22,1975,22jan1975,387,76,93.5,31.5
1,23,1975,23jan1975,388,65,162,34.5
1,24,1975,24jan1975,389,68,176.10001,37
1,25,1975,25jan1975,390,77,65,46.5
1,26,1975,26jan1975,391,68,69.5,41.25
1,27,1975,27jan1975,392,61,75,36
1,28,1975,28jan1975,393,63,123.5,38.25
1,29,1975,29jan1975,394,48,137,47
1,30,1975,30jan1975,395,68,70.199997,42
1,31,1975,31jan1975,396,53,67,32.75
2,1,1975,01feb1975,397,44,69.5,30.5
2,2,1975,02feb1975,398,65,86.5,30.25
2,3,1975,03feb1975,399,70,82,29
2,4,1975,04feb1975,400,58,51,27.5
2,5,1975,05feb1975,401,71,51.25,33
2,6,1975,06feb1975,402,80,115.5,36.25
2,7,1975,07feb1975,403,74,102,34
2,8,1975,08feb1975,404,65,84.5,29.75
2,9,1975,09feb1975,405,49,79.5,32
2,10,1975,10feb1975,406,86,78,21.25
2,11,1975,11feb1975,407,58,109,31.25
2,12,1975,12feb1975,408,65,60,28.5
2,13,1975,13feb1975,409,54,56.5,26.5
2,14,1975,14feb1975,410,53,72.5,25
2,15,1975,15feb1975,411,63,89,29.5
2,16,1975,16feb1975,412,62,127,39.5
2,17,1975,17feb1975,413,62,97.5,41
2,18,1975,18feb1975,414,58,141,41.75
2,19,1975,19feb1975,415,62,87,43.5
2,20,1975,20feb1975,416,49,112,36.75
2,21,1975,21feb1975,417,55,127,37
2,22,1975,22feb1975,418,54,111,41.75
2,23,1975,23feb1975,419,50,86.900002,52
2,24,1975,24feb1975,420,51,54,51.25
2,25,1975,25feb1975,421,40,59,49.5
2,26,1975,26feb1975,422,49,56,45
2,27,1975,27feb1975,423,51,65.5,40.25
2,28,1975,28feb1975,424,45,91.5,38
3,1,1975,01mar1975,425,45,97,39
3,2,1975,02mar1975,426,58,,32.75
3,3,1975,03mar1975,427,43,,29.25
3,4,1975,04mar1975,428,46,56,30.5
3,5,1975,05mar1975,429,62,88,31.5
3,6,1975,06mar1975,430,54,128,42
3,7,1975,07mar1975,431,47,125.8,46.75
3,8,1975,08mar1975,432,45,53,41.25
3,9,1975,09mar1975,433,41,48.5,26.25
3,10,1975,10mar1975,434,54,81,33
3,11,1975,11mar1975,435,50,71.5,37.25
3,12,1975,12mar1975,436,56,65.5,41.75
3,13,1975,13mar1975,437,51,94.25,47.5
3,14,1975,14mar1975,438,51,53.5,35.5
3,15,1975,15mar1975,439,56,117,35.75
3,16,1975,16mar1975,440,64,99.5,38.5
3,17,1975,17mar1975,441,54,112,45.25
3,18,1975,18mar1975,442,42,75.5,42.25
3,19,1975,19mar1975,443,43,48.299999,51
3,20,1975,20mar1975,444,50,58,49.75
3,21,1975,21mar1975,445,60,67.5,46.5
3,22,1975,22mar1975,446,50,69.5,52
3,23,1975,23mar1975,447,48,53.5,48.5
3,24,1975,24mar1975,448,59,82,48
3,25,1975,25mar1975,449,41,86.879997,56.5
3,26,1975,26mar1975,450,49,45.5,39.75
3,27,1975,27mar1975,451,61,49,32.25
3,28,1975,28mar1975,452,41,49.5,35.25
3,29,1975,29mar1975,453,42,96.5,46
3,30,1975,30mar1975,454,51,42,47
3,31,1975,31mar1975,455,40,69.129997,38.75
4,1,1975,01apr1975,456,52,77,50
4,2,1975,02apr1975,457,46,72,49.5
4,3,1975,03apr1975,458,36,45,46
4,4,1975,04apr1975,459,53,53,34.25
4,5,1975,05apr1975,460,46,40.5,32.75
4,6,1975,06apr1975,461,47,51.43,37
4,7,1975,07apr1975,462,74,32,38
4,8,1975,08apr1975,463,47,44.5,44.25
4,9,1975,09apr1975,464,47,52,43
4,10,1975,10apr1975,465,46,78.5,41.5
4,11,1975,11apr1975,466,54,62,45
4,12,1975,12apr1975,467,52,80.290001,43.5
4,13,1975,13apr1975,468,53,51,42
4,14,1975,14apr1975,469,43,84,44.25
4,15,1975,15apr1975,470,42,87.5,43.25
4,16,1975,16apr1975,471,39,47.5,50.25
4,17,1975,17apr1975,472,38,71,55.5
4,18,1975,18apr1975,473,45,104,55.25
4,19,1975,19apr1975,474,43,97.5,62.75
4,20,1975,20apr1975,475,43,46.5,54
4,21,1975,21apr1975,476,46,46,48.25
4,22,1975,22apr1975,477,52,72.669998,47.5
4,23,1975,23apr1975,478,43,100,53.25
4,24,1975,24apr1975,479,49,74.169998,59.5
4,25,1975,25apr1975,480,49,68.5,61
4,26,1975,26apr1975,481,51,39,55.25
4,27,1975,27apr1975,482,50,29.5,50.5
4,28,1975,28apr1975,483,46,59,53.75
4,29,1975,29apr1975,484,43,73,52.75
4,30,1975,30apr1975,485,43,60.889999,54.25
5,1,1975,01may1975,486,36,58,49.25
5,2,1975,02may1975,487,55,75,54.5
5,3,1975,03may1975,488,44,90.669998,60
5,4,1975,04may1975,489,26,35,53
5,5,1975,05may1975,490,59,40,54.75
5,6,1975,06may1975,491,39,64.879997,56
5,7,1975,07may1975,492,43,63,58.5
5,8,1975,08may1975,493,43,75.669998,62.75
5,9,1975,09may1975,494,47,156.5,63.25
5,10,1975,10may1975,495,48,69,64
5,11,1975,11may1975,496,48,72.5,65.25
5,12,1975,12may1975,497,56,85.860001,65
5,13,1975,13may1975,498,57,79.669998,64.5
5,14,1975,14may1975,499,45,78,67.25
5,15,1975,15may1975,500,53,91.5,67
5,16,1975,16may1975,501,53,69.5,67
5,17,1975,17may1975,502,43,69,67
5,18,1975,18may1975,503,39,62.439999,64
5,19,1975,19may1975,504,49,47,69.25
5,20,1975,20may1975,505,44,121.5,73.25
5,21,1975,21may1975,506,50,116,73.75
5,22,1975,22may1975,507,41,142,76
5,23,1975,23may1975,508,40,101,74.75
5,24,1975,24may1975,509,45,112.8,76.25
5,25,1975,25may1975,510,30,87.5,63
5,26,1975,26may1975,511,43,69,64
5,27,1975,27may1975,512,34,81.5,75.25
5,28,1975,28may1975,513,38,68,73.75
5,29,1975,29may1975,514,30,96,73
5,30,1975,30may1975,515,42,89.25,70.75
5,31,1975,31may1975,516,40,60,75.25
6,1,1975,01jun1975,517,65,44.5,72.25
6,2,1975,02jun1975,518,46,61,70
6,3,1975,03jun1975,519,52,80,70.5
6,4,1975,04jun1975,520,47,67,69
6,5,1975,05jun1975,521,45,66.5,67.25
6,6,1975,06jun1975,522,46,67,69.75
6,7,1975,07jun1975,523,51,51.5,66.5
6,8,1975,08jun1975,524,37,41,62.75
6,9,1975,09jun1975,525,48,50,65.25
6,10,1975,10jun1975,526,54,79,65.25
6,11,1975,11jun1975,527,39,80.879997,67
6,12,1975,12jun1975,528,52,33.5,64.75
6,13,1975,13jun1975,529,45,88.5,75
6,14,1975,14jun1975,530,42,96.5,75
6,15,1975,15jun1975,531,57,53,70.5
6,16,1975,16jun1975,532,48,91,72.5
6,17,1975,17jun1975,533,45,76.879997,75.75
6,18,1975,18jun1975,534,33,119,78.25
6,19,1975,19jun1975,535,61,119,79.25
6,20,1975,20jun1975,536,56,68.5,79.25
6,21,1975,21jun1975,537,39,57,72.25
6,22,1975,22jun1975,538,35,57,71.5
6,23,1975,23jun1975,539,53,140.7,76.25
6,24,1975,24jun1975,540,60,137.5,78
6,25,1975,25jun1975,541,42,86,79
6,26,1975,26jun1975,542,55,47.5,68.25
6,27,1975,27jun1975,543,54,71,70
6,28,1975,28jun1975,544,29,49.5,72.75
6,29,1975,29jun1975,545,52,53.799999,73.25
6,30,1975,30jun1975,546,38,61,73
7,1,1975,01jul1975,547,43,51,72.25
7,2,1975,02jul1975,548,48,75,75.75
7,3,1975,03jul1975,549,41,105,77.25
7,4,1975,04jul1975,550,37,51,74.25
7,5,1975,05jul1975,551,33,57.43,75.5
7,6,1975,06jul1975,552,51,53,72.25
7,7,1975,07jul1975,553,42,70,73.75
7,8,1975,08jul1975,554,40,82,75
7,9,1975,09jul1975,555,45,88.669998,75.75
7,10,1975,10jul1975,556,46,121.5,76.25
7,11,1975,11jul1975,557,45,83.669998,73.5
7,12,1975,12jul1975,558,39,51.5,74
7,13,1975,13jul1975,559,33,32,72.75
7,14,1975,14jul1975,560,46,53,76
7,15,1975,15jul1975,561,44,45.330002,76.5
7,16,1975,16jul1975,562,46,46.5,78.25
7,17,1975,17jul1975,563,45,67.110001,79.5
7,18,1975,18jul1975,564,42,95.5,79.5
7,19,1975,19jul1975,565,45,53.330002,79.25
7,20,1975,20jul1975,566,40,45.5,80.5
7,21,1975,21jul1975,567,47,70,79.75
7,22,1975,22jul1975,568,40,61,79.25
7,23,1975,23jul1975,569,31,94.5,78.75
7,24,1975,24jul1975,570,45,76.5,80.25
7,25,1975,25jul1975,571,48,68.669998,78.5
7,26,1975,26jul1975,572,48,42,71.25
7,27,1975,27jul1975,573,45,62,71.75
7,28,1975,28jul1975,574,42,49,76
7,29,1975,29jul1975,575,55,91.629997,78.5
7,30,1975,30jul1975,576,34,88,78.5
7,31,1975,31jul1975,577,47,107.5,80.5
8,1,1975,01aug1975,578,54,116.5,84.5
8,2,1975,02aug1975,579,62,141.5,87.75
8,3,1975,03aug1975,580,66,126,87.25
8,4,1975,04aug1975,581,83,141.5,84
8,5,1975,05aug1975,582,55,59,80.5
8,6,1975,06aug1975,583,61,65.5,74
8,7,1975,07aug1975,584,46,33,66.5
8,8,1975,08aug1975,585,41,63,69
8,9,1975,09aug1975,586,53,67,76.5
8,10,1975,10aug1975,587,51,109.1,76.75
8,11,1975,11aug1975,588,47,117,79.5
8,12,1975,12aug1975,589,50,92.669998,79.5
8,13,1975,13aug1975,590,58,129,77.75
8,14,1975,14aug1975,591,35,60,77.5
